ID,DemAffl,DemAge,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,TargetAmt
29816084,5,73,23,C,F,North,Yorkshire,Platinum,22053.35,11,1,1
29819539,11,43,27,D,,South East,London,Tin,0.01,7,0,0
29819814,8,49,22,C,F,South East,London,Tin,0.01,4,0,0
29820073,,67,37,E,,Midlands,East,Silver,2000,9,0,0
29822580,,66,10,B,F,South East,S & S East,Gold,6000,2,0,0
29822769,3,59,19,C,F,South East,S & S East,Gold,6053.36,21,0,0
29824281,12,55,32,D,M,North,Yorkshire,Gold,6000,3,1,1
29825016,13,77,18,C,M,Midlands,Wales & West,Gold,6053.35,21,0,0
29825547,6,34,21,C,F,South East,London,Tin,0.01,5,0,0
29825598,7,67,25,C,F,North,N East,Tin,0.01,9,0,0
29827566,22,31,48,F,F,North,N West,Silver,2000,4,1,3
29829518,5,45,52,F,M,South East,London,Gold,6053.35,6,0,0
29829747,10,68,11,B,U,Scottish,C Scotland,Gold,7928.89,8,0,0
29830060,,71,18,C,M,Midlands,Midlands,Gold,10000,4,0,0
29832322,11,74,16,C,F,Midlands,Wales & West,Gold,12053.35,17,0,0
29832578,7,57,14,B,M,Midlands,Midlands,Silver,150,7,0,0
29834376,7,47,25,C,M,Scottish,C Scotland,Tin,0.01,8,0,0
29835569,7,50,53,F,M,Midlands,Midlands,Gold,6000,4,0,0
29836174,7,63,24,C,F,North,Yorkshire,Gold,12000,8,1,1
29837480,8,63,30,D,F,South East,S & S East,Gold,10000,4,0,0
29843642,6,72,41,E,F,North,Yorkshire,Gold,6000,2,0,0
29845947,10,77,26,C,F,South East,London,Gold,6000,10,1,1
29846536,7,33,16,C,F,North,N West,Tin,0.01,,1,1
29847540,,34,42,E,F,South East,London,Gold,6200,1,1,1
29848199,9,34,44,E,,Midlands,East,Tin,0.01,8,0,0
29849497,,40,4,A,F,Midlands,Wales & West,Tin,0.01,5,1,1
29849918,4,63,38,E,,,,Gold,8000,4,0,0
29850878,13,58,32,D,F,South East,London,Tin,0.01,9,0,0
29851823,,,32,D,F,Midlands,Midlands,Gold,12500,13,1,1
29854709,10,39,34,D,M,North,N West,Silver,50.02,8,1,1
29854881,,66,51,F,M,North,N West,Gold,12000,2,0,0
29855543,8,63,24,C,F,Midlands,Wales & West,Gold,15000,4,0,0
29857333,6,74,24,C,M,North,Yorkshire,Silver,3000,8,0,0
29858682,4,57,47,F,F,,,Silver,50,9,0,0
29859549,8,60,12,B,M,South East,S & S East,Gold,6000,2,0,0
29859751,7,51,25,C,M,North,N East,Silver,1000,9,0,0
29862043,17,66,18,C,F,South East,London,Silver,2600,4,0,0
29865115,7,51,17,C,F,North,N West,Silver,3000,8,0,0
29865751,11,64,28,D,M,South East,London,Gold,6000,1,0,0
29866294,3,55,14,B,F,Midlands,East,Gold,8409.42,5,0,0
29867525,2,66,9,B,,South East,London,Platinum,22915.65,4,0,0
29867665,8,75,8,B,M,Midlands,Midlands,Gold,6000,1,0,0
29869358,5,43,48,F,F,South East,London,Silver,3000,2,0,0
29870364,,73,21,C,F,South East,London,Silver,4000,1,1,1
29870658,5,41,17,C,F,South East,S & S East,Silver,600,5,0,0
29872049,9,63,12,B,F,Midlands,East,Silver,3000,5,1,1
29874130,10,54,25,C,F,South East,London,Gold,20000,5,0,0
29875803,5,57,35,D,M,Scottish,N Scot,Gold,6000,2,0,0
29877032,7,37,17,C,F,South East,S & S East,Tin,0.01,9,0,0
29877555,12,69,4,A,F,South East,London,Gold,11000,8,0,0
29878438,10,34,35,D,F,North,Yorkshire,Tin,0.01,8,0,0
29878853,9,65,35,D,M,North,N West,Silver,2075,3,0,0
29885183,9,73,,,M,Midlands,East,Gold,6053.35,14,0,0
29885396,3,,25,C,F,South East,London,Tin,0.01,8,0,0
29886473,12,59,10,B,F,Midlands,Midlands,Silver,1000,5,0,0
29887887,13,74,42,E,M,Scottish,C Scotland,Gold,6053.34,19,0,0
29888026,14,46,12,B,,South East,London,Silver,240,11,0,0
29889286,9,73,8,B,F,North,Yorkshire,Gold,10000,29,0,0
29890152,8,68,51,F,M,Midlands,Midlands,Silver,1500,1,0,0
29890772,7,59,28,D,F,Midlands,Wales & West,Gold,6000,1,0,0
29895464,11,30,25,C,F,Midlands,Midlands,Silver,5000,1,0,0
29896452,7,69,4,A,U,South East,London,Silver,840,10,0,0
29897084,5,77,27,D,M,North,N West,Silver,5000,5,0,0
29898102,5,55,28,D,F,Midlands,Midlands,Silver,3000,10,0,0
29899060,8,50,4,A,F,North,Yorkshire,Silver,2686.88,7,0,0
29902711,8,,53,F,M,Midlands,Midlands,Tin,0.01,5,0,0
29903440,4,64,44,E,F,Midlands,Midlands,Silver,3000,8,0,0
29903564,9,70,49,F,F,Scottish,Border,Silver,1000,19,1,1
29903823,12,,52,F,F,North,N West,Gold,16000,13,0,0
29904218,9,50,41,E,U,South East,London,Tin,0.01,5,0,0
29904676,6,58,52,F,F,North,Yorkshire,Gold,8000,5,0,0
29905710,9,79,18,C,,Midlands,Wales & West,Gold,6000,1,0,0
29905885,6,49,8,B,M,South East,London,Gold,9105.32,7,0,0
29908140,7,60,51,F,U,Midlands,Wales & West,Tin,0.01,5,0,0
29909848,11,,17,C,M,North,Yorkshire,Silver,50,11,0,0
29910153,9,76,16,C,,Midlands,East,Tin,0.01,8,0,0
29912245,8,68,27,D,U,,,Gold,6000,1,0,0
29913187,4,66,24,C,M,Midlands,Midlands,Platinum,28000,4,0,0
29913586,14,66,,,F,Midlands,Midlands,Gold,6000,1,0,0
29914825,11,47,52,F,F,,,Silver,3600,5,1,1
29914892,13,,4,A,M,South East,London,Gold,6053.35,5,0,0
29916232,12,31,35,D,F,Midlands,Midlands,Tin,0.01,5,1,1
29917077,7,75,2,A,F,North,Yorkshire,Silver,1789,9,0,0
29919665,10,53,9,B,,South East,London,Silver,3500,16,0,0
29921643,9,71,2,A,M,South East,S & S East,Platinum,26083.35,15,0,0
29922151,7,59,28,D,M,North,Yorkshire,Tin,0.01,5,0,0
29923336,9,68,51,F,F,South East,London,Gold,6000,2,1,1
29927285,6,68,10,B,M,Midlands,Midlands,Gold,17495.09,21,0,0
29927536,13,25,3,A,F,South East,London,Silver,1000,7,1,2
29929040,7,61,24,C,M,Midlands,Midlands,Tin,0.01,8,0,0
29929644,12,38,3,A,F,South East,London,Tin,0.01,7,1,1
29932246,10,41,26,C,F,South East,London,Silver,4000,5,1,2
29932785,8,62,14,B,F,Midlands,Wales & West,Gold,6000,,1,1
29932947,2,46,27,D,M,South East,London,Tin,0.01,8,0,0
29933714,7,75,16,C,,Midlands,Midlands,Platinum,43712.02,12,0,0
29934370,9,47,8,B,U,Midlands,East,Silver,2000,4,0,0
29937957,0,41,4,A,,South East,S & S East,Tin,0.01,5,0,0
29938732,,34,52,F,F,Midlands,Midlands,Silver,100,1,1,1
29940648,5,53,25,C,M,South East,London,Gold,9000,8,0,0
29940982,,,27,D,F,Midlands,Wales & West,Silver,1000,5,1,1
29941334,6,64,52,F,U,South East,London,Silver,970.01,8,0,0
29945208,,47,28,D,,North,Yorkshire,Silver,3000,2,0,0
29945585,5,58,47,F,U,Midlands,Midlands,Silver,500,16,0,0
29947162,5,40,27,D,F,North,N West,Tin,0.01,4,0,0
29947642,7,66,27,D,,North,N East,Gold,8000,1,0,0
29950139,6,56,10,B,F,North,N West,Tin,0.01,7,0,0
29952336,5,65,37,E,M,South East,London,Tin,0.01,4,0,0
29952662,7,77,17,C,F,Midlands,Midlands,Gold,12000,11,0,0
29953529,9,39,2,A,F,North,Yorkshire,Gold,6000,5,1,1
29953952,11,39,12,B,F,North,Yorkshire,Tin,0.01,5,1,1
29954312,5,33,28,D,M,Midlands,Midlands,Tin,0.01,7,0,0
29955386,8,48,47,F,F,Midlands,Wales & West,Silver,1000,4,0,0
29955580,16,44,28,D,M,South East,London,Silver,4000,4,1,1
29955696,5,74,32,D,,North,Yorkshire,Silver,2800,2,0,0
29956137,9,75,37,E,F,North,Yorkshire,Tin,0.01,18,1,1
29956447,4,71,8,B,,South East,London,Gold,6000,6,0,0
29957125,10,63,4,A,F,South East,London,Gold,6000,6,0,0
29959306,15,42,4,A,,Midlands,Midlands,Silver,300,9,1,2
29959934,10,47,19,C,M,Midlands,East,Gold,14000,6,0,0
29960274,6,71,4,A,F,South East,London,Platinum,27497.04,23,0,0
29962668,8,31,42,E,F,Midlands,Midlands,Platinum,21613.22,4,1,1
29963052,13,50,3,A,M,South East,London,Silver,4550,9,0,0
29963206,12,,,,M,Midlands,Ulster,Gold,8044.46,7,0,0
29963540,12,,35,D,F,Midlands,Wales & West,Gold,10599.54,7,0,0
29964415,6,53,35,D,F,North,Yorkshire,Gold,6053.35,6,0,0
29965063,9,47,43,E,M,Midlands,East,Gold,6000,3,1,1
29965373,9,44,35,D,F,South East,London,Platinum,25267.06,5,0,0
29966396,11,48,27,D,M,North,N West,Tin,0.01,5,0,0
29967694,12,53,51,F,F,Midlands,Wales & West,Silver,3000,2,0,0
29969158,6,,1,A,M,South East,London,Gold,9000,12,0,0
29969360,,77,41,E,F,South East,London,Silver,2000,20,1,1
29970237,9,77,45,E,F,South West,S West,Gold,6000,23,1,1
29970571,8,52,52,F,M,South East,London,Gold,6053.83,7,0,0
29970776,8,64,30,D,F,South East,S & S East,Silver,480,5,0,0
29971330,9,,9,B,,Scottish,C Scotland,Tin,0.01,5,1,1
29973341,7,58,17,C,F,North,N West,Silver,5000,1,1,1
29974038,9,40,51,F,F,North,Yorkshire,Tin,0.01,4,1,1
29974682,6,36,7,B,F,South East,London,Gold,6000,3,1,1
29975190,12,55,38,E,F,Midlands,Midlands,Tin,0.01,5,0,0
29975336,10,,17,C,M,,,Silver,3052.66,7,0,0
29975840,12,50,35,D,M,North,Yorkshire,Gold,14000,29,1,1
29976243,8,47,22,C,F,South East,London,Tin,0.01,5,0,0
29977304,10,67,31,D,,South East,London,Gold,9000,7,0,0
29977908,11,76,8,B,,South East,London,Gold,10000,5,0,0
29978068,12,33,17,C,F,Midlands,Midlands,Tin,0.01,7,0,0
29980887,8,49,24,C,M,Midlands,Midlands,Platinum,20523.44,3,0,0
29980917,5,52,8,B,F,North,N West,Tin,0.01,5,0,0
29983932,9,51,52,F,,South East,London,Gold,8300,9,0,0
29987679,14,54,24,C,F,South East,S & S East,Gold,16000,6,0,0
29988276,11,42,14,B,,Midlands,Wales & West,Tin,0.01,5,0,0
29989051,9,33,35,D,F,Midlands,Midlands,Tin,0.01,4,1,1
29989787,7,76,15,B,M,North,N East,Gold,6000,5,0,0
29990661,21,36,53,F,F,North,Yorkshire,Tin,0.01,8,1,2
29994373,7,61,12,B,F,Midlands,Midlands,Tin,0.01,7,0,0
29995671,8,61,28,D,F,South East,London,Tin,0.01,8,0,0
29996988,11,73,6,B,F,Midlands,Midlands,Silver,4999.05,6,0,0
29997852,8,56,17,C,F,,,Gold,10300,21,0,0
29999820,10,28,27,D,U,Midlands,East,Tin,0.01,5,1,1
29999952,4,74,14,B,F,Midlands,East,Gold,12000,14,0,0
30000076,,77,2,A,U,South East,S & S East,Silver,5000,21,0,0
30002702,9,51,53,F,M,North,N West,Silver,50,10,0,0
30002966,6,50,52,F,F,Midlands,Wales & West,Gold,12000,6,0,0
30004284,10,49,21,C,M,South East,London,Tin,0.01,5,0,0
30004462,9,51,12,B,F,North,N West,Gold,10600,2,0,0
30004594,7,35,35,D,F,North,N East,Tin,0.01,5,1,1
30004896,6,47,38,E,F,South East,London,Tin,0.01,4,0,0
30004985,9,47,,,,Midlands,Ulster,Silver,600,5,0,0
30006503,6,42,52,F,,Midlands,Midlands,Silver,4097.78,12,1,1
30007151,4,38,5,B,F,Scottish,C Scotland,Gold,6053.35,7,1,1
30008468,8,79,28,D,M,South East,London,Silver,3000,1,0,0
30008735,6,58,23,C,M,South West,S West,Silver,3780,9,0,0
30008891,16,44,53,F,,Midlands,Midlands,Tin,0.01,9,1,1
30009383,7,35,25,C,F,South East,London,Silver,125,9,1,1
30011779,8,58,30,D,F,Midlands,Wales & West,Silver,1000,5,0,0
30013518,6,73,15,B,F,South East,S & S East,Platinum,27158.67,9,0,0
30013585,12,62,27,D,M,South East,London,Gold,12000,8,0,0
30013941,7,51,45,E,M,Midlands,Midlands,Tin,0.01,5,0,0
30017440,,27,52,F,F,South East,London,Silver,2500,4,1,1
30019761,9,,21,C,F,South East,London,Gold,6000,2,0,0
30022509,,77,10,B,F,Scottish,C Scotland,Gold,14000,29,1,1
30023947,9,41,4,A,,Midlands,Midlands,Silver,4000,5,0,0
30024935,8,50,34,D,F,Midlands,Midlands,Tin,0.01,8,1,1
30027969,8,72,16,C,,South East,London,Silver,3000,9,1,1
30028396,7,59,10,B,,Scottish,C Scotland,Platinum,20210.6,3,0,0
30029384,10,53,22,C,F,North,N West,Silver,5000,4,0,0
30030587,6,60,9,B,F,South East,London,Silver,1750,14,0,0
30032857,12,76,16,C,F,South East,S & S East,Gold,6000,9,1,1
30033322,6,67,17,C,M,Scottish,C Scotland,Gold,7741.46,4,0,0
30033519,16,70,44,E,F,,,Gold,6000.01,8,1,1
30034086,5,71,10,B,F,South East,London,Silver,3000,12,0,0
30035392,11,35,23,C,F,North,Yorkshire,Tin,0.01,8,0,0
30036526,3,53,32,D,F,,,Gold,6000,1,0,0
30037190,6,26,29,D,F,South East,London,Tin,0.01,4,1,1
30038634,8,30,35,D,F,North,N West,Tin,0.01,5,1,1
30039088,10,58,36,E,F,Midlands,Midlands,Tin,0.01,5,0,0
30040345,11,35,48,F,F,North,N West,Silver,420,5,1,1
30040795,12,62,4,A,,Midlands,Midlands,Silver,2500,6,0,0
30041112,4,43,28,D,M,North,N West,Tin,0.01,5,0,0
30043972,10,38,48,F,F,South East,London,Silver,0.02,5,1,1
30046645,10,48,10,B,F,North,N West,Gold,6000,13,0,0
30047056,10,43,25,C,F,North,N West,Tin,0.01,5,1,1
30047862,5,45,25,C,M,Scottish,C Scotland,Tin,0.01,5,0,0
30048648,6,30,16,C,M,South East,London,Silver,2000,10,1,1
30049202,11,58,30,D,M,South East,S & S East,Gold,18000,8,0,0
30049644,5,50,29,D,U,North,Yorkshire,Silver,2400,18,0,0
30050367,7,36,41,E,M,South East,London,Silver,0.02,5,0,0
30050448,6,52,35,D,M,Scottish,C Scotland,Silver,1000,13,0,0
30050960,13,35,23,C,M,Midlands,Wales & West,Tin,0.01,9,1,1
30053099,10,49,25,C,M,South East,London,Tin,0.01,4,1,1
30055393,6,41,51,F,F,South East,S & S East,Tin,0.01,4,0,0
30056845,10,70,4,A,U,South East,London,Gold,6053.35,7,0,0
30058368,10,49,50,F,F,North,N West,Tin,0.01,8,0,0
30058619,9,52,16,C,M,South East,London,Tin,0.01,5,0,0
30058775,6,58,4,A,U,South East,London,Silver,1500,14,0,0
30062330,11,68,38,E,M,South East,S & S East,Gold,7500,32,0,0
30064449,10,55,27,D,M,Scottish,N Scot,Platinum,21107.64,4,0,0
30064945,9,33,41,E,F,North,N West,Silver,5000,1,1,1
30067030,14,74,4,A,M,North,N West,Silver,1000,2,1,1
30067561,7,,38,E,U,South East,London,Tin,0.01,5,0,0
30067758,9,55,12,B,F,North,Yorkshire,Platinum,20353.6,3,0,0
30068169,13,73,2,A,,Scottish,C Scotland,Gold,18053.34,8,0,0
30071534,9,59,12,B,F,Midlands,Wales & West,Platinum,30000,4,0,0
30072328,11,77,12,B,F,South East,London,Gold,12000,8,1,1
30072956,11,49,27,D,M,South East,London,Silver,4000,5,0,0
30074665,11,39,1,A,F,South East,London,Gold,12000,8,0,0
30076714,13,45,50,F,M,North,N East,Tin,0.01,8,0,0
30077044,13,58,27,D,F,Scottish,C Scotland,Gold,8000,8,1,2
30077400,11,75,8,B,F,South East,London,Silver,4842.12,8,0,0
30078970,8,60,27,D,F,Midlands,Midlands,Silver,3500,5,0,0
30080037,7,64,52,F,M,Midlands,Midlands,Silver,3000,5,0,0
30081289,3,41,32,D,M,Scottish,C Scotland,Tin,0.01,8,0,0
30083176,7,41,38,E,M,Midlands,Midlands,Tin,0.01,4,0,0
30084121,8,78,14,B,M,South East,S & S East,Gold,12000,8,0,0
30087279,5,68,4,A,M,South East,London,Gold,7052.66,7,0,0
30092736,7,69,51,F,F,Midlands,East,Gold,14000,7,0,0
30092884,21,59,30,D,F,South East,S & S East,Gold,6107.64,6,1,2
30094062,4,65,53,F,M,South East,S & S East,Silver,4000,2,0,0
30095522,4,51,28,D,F,South East,S & S East,Silver,1.54,9,0,0
30096049,14,55,20,C,M,South East,London,Tin,0.01,8,1,1
30096669,12,55,13,B,,South East,London,Gold,6000,5,0,0
30097835,9,66,8,B,M,North,Yorkshire,Gold,6000,2,0,0
30099145,9,58,52,F,F,Midlands,East,Silver,1420,4,0,0
30101603,8,48,51,F,F,Midlands,Wales & West,Tin,0.01,6,0,0
30102383,11,52,50,F,F,Midlands,Wales & West,Gold,6052.65,,0,0
30103649,17,35,41,E,M,South East,London,Tin,0.01,4,1,1
30104009,7,62,8,B,F,Midlands,East,Gold,12000,8,0,0
30104580,13,47,50,F,,,,Silver,50,1,0,0
30105331,14,44,52,F,M,Midlands,Midlands,Tin,0.01,4,0,0
30106362,8,68,18,C,F,South East,S & S East,Platinum,25000,6,0,0
30109124,8,48,,,F,North,N West,Silver,5000,10,0,0
30110564,12,55,19,C,,Midlands,Wales & West,Gold,6000,5,0,0
30111005,7,53,19,C,U,North,N East,Tin,0.01,5,0,0
30112478,8,43,10,B,M,South East,London,Gold,9211.91,11,0,0
30115027,5,43,12,B,F,South East,London,Silver,100,10,0,0
30115760,5,77,22,C,F,North,N West,Gold,12000,2,0,0
30115779,10,52,4,A,M,South East,London,Gold,9107.64,8,0,0
30117348,8,39,35,D,F,Midlands,Midlands,Gold,6200,4,0,0
30118204,7,27,14,B,F,Midlands,East,Silver,600,4,1,1
30118328,5,54,51,F,F,North,N West,Silver,1000,18,0,0
30118433,8,51,52,F,F,Scottish,C Scotland,Silver,1500,13,1,1
30120071,14,74,16,C,M,Midlands,Midlands,Gold,6000,2,0,0
30124018,8,63,44,E,F,North,N West,Gold,8500,11,0,0
30124441,8,60,32,D,F,North,N West,Silver,2650.54,10,1,1
30125006,9,,11,B,F,South East,S & S East,Gold,5800,3,1,1
30125332,9,43,22,C,M,,,Silver,1100,8,1,1
30127696,7,32,27,D,M,South East,London,Tin,0.01,5,1,1
30127947,14,48,37,E,,Midlands,Midlands,Tin,0.01,8,0,0
30132053,12,61,37,E,M,South East,S & S East,Tin,0.01,5,1,1
30132835,5,54,12,B,M,Midlands,Midlands,Gold,10000,3,0,0
30132843,6,65,16,C,M,Midlands,East,Silver,2000,8,0,0
30133335,8,,4,A,F,South East,London,Gold,12053.35,6,0,0
30134064,10,45,53,F,,Midlands,Midlands,Silver,3500,9,0,0
30134129,4,71,4,A,F,Midlands,Midlands,Silver,3000,4,0,0
30134331,11,,18,C,,South East,S & S East,Silver,1000,9,0,0
30137179,10,,23,C,,Midlands,East,Platinum,21910.65,3,0,0
30138485,9,43,35,D,F,Midlands,East,Silver,50.01,8,1,1
30139430,,61,,,M,South East,London,Gold,12000,15,0,0
30140757,5,67,38,E,F,Midlands,Midlands,Gold,10000,4,0,0
30140935,15,37,44,E,F,South East,London,Silver,3000,8,1,1
30142938,18,48,32,D,,Scottish,Border,Silver,600,2,0,0
30143225,7,65,37,E,,North,Yorkshire,Silver,180,12,0,0
30145147,13,48,47,F,F,Scottish,C Scotland,Tin,0.01,5,1,2
30145929,6,69,4,A,M,North,Yorkshire,Tin,0.01,8,0,0
30148707,9,38,19,C,F,South East,S & S East,Silver,3300,4,1,1
30149622,9,48,32,D,F,North,N West,Gold,12000,2,0,0
30153034,7,68,52,F,U,South East,London,Tin,0.01,10,0,0
30157706,9,31,21,C,F,South East,London,Silver,60,12,1,1
30157781,7,42,32,D,F,Scottish,Border,Silver,300,9,0,0
30158095,17,61,34,D,F,Midlands,Midlands,Silver,2000,9,1,1
30160081,14,64,16,C,M,North,N East,Silver,1500,4,1,1
30161649,6,34,18,C,M,Midlands,Midlands,Gold,12000,1,1,1
30162548,18,58,51,F,F,North,N East,Silver,1000,1,1,1
30163013,7,72,19,C,M,South East,London,Gold,9000,9,0,0
30163692,7,58,22,C,F,South East,London,Silver,2000,5,0,0
30164427,,41,25,C,M,South East,London,Silver,500.01,8,0,0
30164478,9,76,16,C,F,South West,S West,Silver,3130.05,0,1,1
30164834,4,60,34,D,F,South East,London,Silver,4000,0,0,0
30165121,7,47,20,C,F,North,Yorkshire,Tin,0.01,7,0,0
30165679,7,60,24,C,F,Midlands,East,Gold,6000,4,0,0
30169232,10,56,47,F,M,Midlands,Wales & West,Tin,0.01,5,0,0
30170575,4,52,47,F,,Midlands,East,Tin,0.01,5,0,0
30170796,9,31,50,F,,Midlands,Midlands,Tin,0.01,9,0,0
30171741,14,58,38,E,F,Scottish,C Scotland,Gold,6000,13,0,0
30173280,,65,,,M,South East,London,Silver,4000,4,0,0
30173744,6,64,8,B,M,South East,S & S East,Silver,2500,5,0,0
30174392,10,69,37,E,M,South East,S & S East,Gold,6000,2,0,0
30177596,15,39,52,F,F,South East,London,Tin,0.01,10,1,1
30178819,11,55,34,D,F,North,N West,Silver,4000,1,0,0
30179718,9,58,2,A,,South East,London,Gold,8400,2,0,0
30179815,7,,22,C,M,North,N West,Silver,100,1,0,0
30182107,7,65,32,D,F,Midlands,Midlands,Silver,2400,14,0,0
30182468,11,41,10,B,F,South East,London,Tin,0.01,5,1,1
30182697,10,60,44,E,F,South East,London,Tin,0.01,7,0,0
30185912,6,73,32,D,U,Midlands,Midlands,Tin,0.01,5,0,0
30186218,9,49,10,B,,South East,London,Silver,2000,4,0,0
30186390,12,22,3,A,F,South East,London,Silver,960,4,1,1
30188504,7,44,38,E,U,Midlands,Midlands,Platinum,30000,4,0,0
30189527,3,42,5,B,F,South East,S & S East,Tin,0.01,5,0,0
30189977,7,44,8,B,U,North,Yorkshire,Tin,0.01,5,0,0
30190819,4,62,52,F,F,Midlands,Wales & West,Tin,0.01,5,0,0
30191882,7,76,28,D,F,South East,S & S East,Tin,0.01,6,0,0
30192102,7,49,35,D,M,South East,London,Tin,0.01,5,0,0
30192765,13,46,33,D,M,Midlands,East,Silver,2000.01,8,0,0
30193753,1,57,9,B,M,South East,London,Gold,6035.88,8,0,0
30195101,11,58,33,D,F,North,N West,Tin,0.01,5,0,0
30196809,6,47,30,D,F,Midlands,East,Tin,0.01,8,0,0
30198704,9,51,,,M,Midlands,Ulster,Silver,1250.01,7,0,0
30199018,13,45,29,D,F,South East,London,Gold,18088.81,11,0,0
30202299,13,62,4,A,,South East,London,Silver,4500,8,0,0
30202752,6,67,25,C,F,Midlands,East,Silver,4000,14,1,1
30202965,9,65,8,B,F,South East,London,Gold,6105.32,8,0,0
30204828,18,41,25,C,F,South East,S & S East,Tin,0.01,5,1,1
30206030,,45,44,E,F,North,Yorkshire,Tin,0.01,8,0,0
30206448,,57,31,D,F,South East,London,Silver,3680.01,11,0,0
30208130,5,51,3,A,F,South East,London,Silver,5000,1,0,0
30208270,6,69,46,F,F,Scottish,Border,Silver,500.01,8,0,0
30208602,10,56,24,C,F,,,Gold,6000,2,0,0
30208904,8,49,27,D,M,North,N East,Tin,0.01,4,0,0
30210461,5,66,12,B,F,North,N West,Silver,5000,6,0,0
30212375,9,64,24,C,F,South East,London,Platinum,24078.34,4,0,0
30215382,10,,51,F,M,North,N East,Tin,0.01,5,1,1
30216230,14,51,1,A,F,South East,London,Silver,3000,3,0,0
30216761,7,55,23,C,M,Midlands,East,Gold,6000,7,0,0
30217288,6,52,32,D,,,,Tin,0.01,9,0,0
30217784,9,51,48,F,F,South East,London,Tin,0.01,8,0,0
30218314,6,66,41,E,M,North,N West,Platinum,41078.35,8,0,0
30219876,14,40,32,D,F,South East,S & S East,Tin,0.01,8,1,1
30220777,5,48,52,F,F,South East,London,Tin,0.01,4,0,0
30220971,7,59,7,B,F,South East,London,Platinum,54219.13,12,0,0
30223210,3,66,15,B,F,Midlands,Midlands,Gold,10919.71,9,0,0
30224187,7,65,51,F,F,South East,London,Gold,12000,2,0,0
30224667,9,,4,A,,Midlands,Midlands,Silver,4200,11,0,0
30227593,4,72,8,B,,Midlands,Wales & West,Gold,6000,2,0,0
30229324,8,52,4,A,F,South East,London,Gold,6000,4,0,0
30230497,5,57,22,C,,South West,S West,Silver,840.01,7,0,0
30231442,7,54,27,D,F,South East,London,Silver,3401.6,4,1,1
30232163,7,51,,,M,Midlands,Ulster,Silver,500,8,0,0
30233267,9,30,28,D,M,South East,London,Tin,0.01,6,0,0
30233542,10,59,3,A,F,Scottish,C Scotland,Gold,10000,4,0,0
30234603,4,67,14,B,F,Midlands,East,Gold,15861.88,9,0,0
30237491,12,29,,,M,South East,London,Silver,3000,,1,1
30238706,10,67,19,C,F,Midlands,Wales & West,Gold,12100,8,0,0
30241332,11,46,35,D,F,Midlands,Wales & West,Tin,0.01,5,1,1
30241545,7,49,44,E,M,North,Yorkshire,Tin,0.01,8,0,0
30242975,13,,10,B,M,Midlands,Midlands,Tin,0.01,10,1,1
30244781,7,74,38,E,F,South West,S West,Silver,3000,4,0,0
30245214,13,43,4,A,F,South East,London,Platinum,25900,9,1,1
30247365,12,52,33,D,,Midlands,Midlands,Tin,0.01,5,0,0
30248272,9,31,,,M,Midlands,Ulster,Gold,10000,8,0,0
30249791,5,42,2,A,F,North,Yorkshire,Gold,6000,4,0,0
30250358,13,42,35,D,F,Midlands,Midlands,Silver,1000,3,1,1
30253411,17,62,12,B,F,South East,London,Silver,2500,6,1,1
30256488,8,47,24,C,F,South East,S & S East,Silver,0.02,5,0,0
30258030,14,68,52,F,F,South West,S West,Gold,18053.35,13,0,0
30259266,7,56,15,B,M,South West,S West,Gold,6000,9,0,0
30263700,10,63,21,C,F,South East,London,Gold,8400,8,0,0
30264200,11,34,34,D,F,Midlands,Wales & West,Silver,1000,5,1,1
30265150,12,60,26,C,F,South East,London,Tin,0.01,8,0,0
30266122,10,34,39,E,M,,,Silver,50,4,0,0
30267595,5,45,28,D,F,South East,S & S East,Tin,0.01,5,0,0
30268230,13,58,13,B,M,Midlands,East,Tin,0.01,7,0,0
30271851,8,65,23,C,U,Midlands,Midlands,Silver,3865.26,16,0,0
30272319,15,48,34,D,F,Midlands,Midlands,Tin,0.01,5,0,0
30274060,8,63,31,D,M,Midlands,Wales & West,Silver,300.01,8,0,0
30276454,8,67,27,D,M,,,Silver,3000,1,0,0
30276608,7,53,26,C,,South East,London,Silver,2750,5,0,0
30278961,,71,35,D,M,North,N East,Gold,6000,13,0,0
30279097,7,64,10,B,F,North,N East,Gold,6000,1,0,0
30279860,12,56,4,A,M,South East,S & S East,Gold,6000,2,0,0
30280273,6,65,14,B,F,South East,S & S East,Silver,2500,2,0,0
30283396,2,59,3,A,F,North,N West,Gold,12053.35,6,0,0
30284155,7,60,6,B,F,South East,S & S East,Gold,6000,11,1,1
30284600,11,53,1,A,F,South East,London,Tin,0.01,8,0,0
30289475,9,79,30,D,U,Midlands,East,Silver,2000,19,0,0
30289858,9,41,18,C,F,South East,London,Silver,5000,1,0,0
30290201,,33,52,F,M,North,N West,Tin,0.01,4,1,3
30290279,12,37,12,B,F,South East,London,Silver,600,4,1,1
30291542,13,53,51,F,F,Midlands,Midlands,Tin,0.01,4,0,0
30293081,12,36,38,E,M,South West,S West,Silver,500,3,0,0
30293499,3,72,30,D,F,South West,S West,Silver,3500,5,0,0
30293928,7,58,32,D,F,South East,S & S East,Silver,240,1,0,0
30296579,11,61,12,B,F,North,N West,Tin,0.01,5,0,0
30296919,4,44,35,D,M,South East,London,Tin,0.01,5,0,0
