"","Area","Perimeter","MajorAxisLength","MinorAxisLength","Eccentricity","ConvexArea","Extent","Class"
"1485",33622,623.04,237.6329436,174.7149993,0.652846684,35591,0.789242264,"DERMASON"
"1486",44277,768.119,289.7034499,206.6689938,0.752919427,41255,0.804409924,"SIRA"
"1487",50055,770.884,323.0108057,174.9421075,0.781542106,50737,0.82652555,"HOROZ"
"1488",33242,882.325,235.3799413,167.1908215,0.740400223,48315,0.793227322,"DERMASON"
"1489",73857,994.739,380.2653222,275.3834886,0.803677804,72730,0.779971676,"CALI"
"1490",24473,603.183,232.4501295,133.5446117,0.741548329,25768,0.749360974,"DERMASON"
"1491",167593,1643.436,603.8251209,355.5214095,0.796739314,173464,0.813223842,"BOMBAY"
"1492",169553,1434.331,629.8664707,322.8007745,0.860790172,170627,0.784468211,"BOMBAY"
"1493",70412,1181.961,411.405351,221.0035454,0.775095969,72647,0.804648268,"CALI"
"1494",73568,946.585,431.4755199,216.4090854,0.762905333,78481,0.809130116,"CALI"
"1495",54403,839.911,376.6937998,184.9224506,0.921301556,58041,0.689463183,"HOROZ"
"1496",37244,934.363,263.1125656,188.1182218,0.602067763,21794,0.756065781,"SEKER"
"1497",40960,899.424,337.3981445,190.5948903,0.866259134,41219,0.690793673,"HOROZ"
"1498",43952,1101.192,272.3226516,180.0457431,0.780316606,44291,0.707142986,"SIRA"
"1499",140322,1506.912,527.188564,347.5526117,0.681716911,139221,0.826879342,"BOMBAY"
"1500",35633,636.588,254.8377816,193.4272258,0.705250077,37333,0.692003416,"SIRA"
"1501",190285,1550.268,595.3703719,383.1186613,0.728997611,189267,0.785696769,"BOMBAY"
"1502",37559,633.562,309.0978329,141.5634954,0.853697179,37342,0.666701221,"DERMASON"
"1503",49386,775.494,314.7131902,156.6215904,0.869851535,35591,0.795419582,"HOROZ"
"1504",36731,912.251,219.5574939,201.9823911,0.599742813,37542,0.763109785,"SEKER"
"1505",43053,765.822,283.300019,214.3567926,0.643283466,41552,0.768388031,"SEKER"
"1506",39139,800.25,312.5047752,154.7731336,0.847859248,46086,0.772884767,"SIRA"
"1507",83444,1174.545,437.952578,230.1055916,0.838108279,68755,0.68635439,"CALI"
"1508",34175,882.604,199.0437154,196.6582613,0.485825987,34319,0.77968425,"SEKER"
"1509",43211,759.712,275.0260283,210.156562,0.663785129,41994,0.761023335,"SEKER"
"1510",49109,662.257,332.1356782,228.4712231,0.779679993,47022,0.78497957,"SIRA"
"1511",42106,844.083,295.0974455,174.3184323,0.816081611,44249,0.736630947,"HOROZ"
"1512",29076,776.353,226.2847324,169.1205339,0.649780079,25631,0.734311355,"DERMASON"
"1513",46713,1075.361,282.9202664,242.1256455,0.548252671,48010,0.755844965,"SEKER"
"1514",69122,864.586,394.7045819,236.1880692,0.786317206,70691,0.77886787,"CALI"
"1515",60952,815.442,400.1212324,173.270006,0.906778273,64793,0.80000157,"HOROZ"
"1516",78564,1102.84,426.9429579,215.7479633,0.824538266,80159,0.759267417,"CALI"
"1517",48915,1073.466,353.8464141,187.4617031,0.804435868,49753,0.744817971,"HOROZ"
"1518",48198,910.878,300.8173659,169.9959009,0.791476558,49619,0.72363717,"SIRA"
"1519",34484,991.426,265.0539462,164.8507064,0.739429068,49619,0.726237871,"DERMASON"
"1520",45072,835.693,284.1366664,246.9851673,0.574700578,47645,0.756075619,"SEKER"
"1521",51855,1102.676,337.454711,200.4970424,0.775168292,51670,0.813691956,"SIRA"
"1522",44156,721.034,289.6934356,191.3440678,0.800101091,30026,0.736401748,"SIRA"
"1523",53161,1072.702,409.5865875,186.0466688,0.929016357,53580,0.613472273,"HOROZ"
"1524",51253,1071.62,329.3650905,204.9196309,0.773538126,50314,0.710065489,"SIRA"
"1525",47379,669.63,321.1913474,215.167962,0.809091381,51263,0.760773162,"SIRA"
"1526",66984,992.356,374.0701739,245.9441449,0.800028006,67822,0.746159177,"CALI"
"1527",38668,582.557,263.4371354,185.53074,0.422740092,37647,0.800919518,"SEKER"
"1528",70318,1095.417,397.4193885,253.5782246,0.836275923,73620,0.747928873,"CALI"
"1529",25771,663.723,207.4713307,125.3803573,0.835203001,25813,0.67472935,"DERMASON"
"1530",75127,1102.811,388.2135149,247.979931,0.785878871,62009,0.756750348,"CALI"
"1531",36247,683.685,251.3631925,185.4751797,0.49387886,37982,0.79870282,"SEKER"
"1532",142969,1575.355,517.9098144,346.1260031,0.714515993,144477,0.78040068,"BOMBAY"
"1533",37402,962.744,298.8495879,148.3153641,0.849535958,38528,0.798397889,"HOROZ"
"1534",135264,1271.301,536.7385176,333.1660636,0.788874831,138287,0.762931012,"BOMBAY"
"1535",57874,1304.838,380.1048613,177.8209407,0.776097326,57644,0.647335157,"HOROZ"
"1536",46854,603.031,304.6938324,183.6388279,0.739573511,46628,0.798492363,"SIRA"
"1537",28522,436.16,251.5292709,160.4718057,0.672290532,29448,0.758287928,"DERMASON"
"1538",98270,1483.677,471.9856826,253.506624,0.811280479,100194,0.719449444,"CALI"
"1539",54678,970.211,391.8545046,158.7126677,0.928664575,54375,0.823371432,"HOROZ"
"1540",36409,762.928,243.0928422,174.3779377,0.678495582,33130,0.723972793,"DERMASON"
"1541",175635,1754.204,592.6397824,351.1553013,0.781927233,178063,0.822407011,"BOMBAY"
"1542",48989,689.055,358.3424653,171.7456443,0.819419838,52239,0.609822681,"HOROZ"
"1543",38667,913.569,297.0581146,158.3754647,0.829950392,40725,0.694517036,"DERMASON"
"1544",46261,794.014,341.6397603,160.4144528,0.917772257,45981,0.796764335,"HOROZ"
"1545",67939,1172.165,393.994748,249.084633,0.799724032,66561,0.735405624,"CALI"
"1546",73137,899.667,400.424439,232.4745506,0.79458803,74591,0.758019255,"CALI"
"1547",72746,1247.858,415.520969,258.2599327,0.791898715,72223,0.762256754,"CALI"
"1548",77758,1268.664,417.7930372,205.8005904,0.804054736,74992,0.818447745,"CALI"
"1549",189074,1609.173,635.2031493,347.1158004,0.770489178,191548,0.783546189,"BOMBAY"
"1550",27246,480.347,224.3410583,130.3737616,0.776744614,30679,0.748446835,"DERMASON"
"1551",226950,2040.094,658.5499941,443.9704565,0.750662529,228540,0.790289777,"BOMBAY"
"1552",37758,981.341,268.6197551,197.9749254,0.819550663,36177,0.80710891,"SIRA"
"1553",40908,626.124,289.9027246,190.8445414,0.783129963,60080,0.817216599,"SIRA"
"1554",39493,741.793,249.1218913,181.5437714,0.752036693,39837,0.727602631,"DERMASON"
"1555",24856,578.518,178.7248833,179.3847124,0.681409205,24779,0.721241158,"DERMASON"
"1556",32884,794.005,240.7917261,167.9514507,0.49439629,47647,0.761806857,"SEKER"
"1557",47312,734.801,325.00189,197.38527,0.868982739,47518,0.700484407,"HOROZ"
"1558",44500,982.5,301.5675368,180.7230825,0.754489848,44955,0.807415482,"SIRA"
"1559",80154,1186.378,429.8192115,217.4250944,0.774043097,77373,0.759709096,"CALI"
"1560",36457,920.395,224.6210088,191.5948505,0.609883792,36021,0.72201977,"SIRA"
"1561",38615,611.81,222.3915329,215.7786035,0.546674909,39405,0.771089485,"SEKER"
"1562",42143,898.781,334.4679849,199.9663903,0.790060383,42757,0.798830543,"SIRA"
"1563",32721,827.359,246.6106798,192.2743022,0.759711469,18011,0.794734023,"DERMASON"
"1564",37699,708.428,218.6278892,209.3967502,0.539221854,51947,0.775753434,"SEKER"
"1565",34326,582.793,243.5240221,216.0683512,0.591052887,34708,0.80632445,"SEKER"
"1566",41049,657.956,266.1655768,204.1273416,0.76241789,42412,0.735793019,"SIRA"
"1567",28689,894.749,214.3202694,178.5201296,0.721161182,25272,0.719667072,"DERMASON"
"1568",40141,817.396,291.1618565,187.0541302,0.732354791,40583,0.710290431,"SIRA"
"1569",56622,1032.303,368.8240144,209.0764878,0.834794924,73945,0.672054656,"SIRA"
"1570",57882,1235.802,422.6312258,165.0388455,0.861092674,57133,0.799788352,"HOROZ"
"1571",47114,649.769,315.2367263,167.018449,0.78917482,47585,0.810220069,"SIRA"
"1572",43968,1056.047,310.3715798,198.4231406,0.775989224,43239,0.806773996,"SIRA"
"1573",41418,732.737,293.6198806,183.0048641,0.764268647,41394,0.74553706,"SIRA"
"1574",36087,920.934,251.8477252,170.0569258,0.610559436,37238,0.768070818,"SEKER"
"1575",49708,942.16,316.7017066,212.4401683,0.831542307,65364,0.715533595,"SIRA"
"1576",37989,611.594,265.8750947,156.7005837,0.771433537,37128,0.703435798,"SIRA"
"1577",51523,843.632,308.8674914,236.5988409,0.675333695,50773,0.774067228,"SEKER"
"1578",47482,926.995,327.5210777,174.8515178,0.840311621,44767,0.698741821,"SIRA"
"1579",177582,1596.787,589.7043198,384.9329209,0.72620673,183294,0.765624341,"BOMBAY"
"1580",61532,825.286,423.4354378,170.0673932,0.911017371,64803,0.731201782,"HOROZ"
"1581",57280,1153.79,383.2832345,216.4353217,0.888761479,71734,0.764769732,"HOROZ"
"1582",32387,536.822,214.3492772,174.9502058,0.609222683,21878,0.779355386,"SEKER"
"1583",40524,876.795,256.3848661,169.6917762,0.751999663,37904,0.7215262,"DERMASON"
"1584",43220,926.827,268.0251914,219.5359068,0.538347854,58987,0.78813383,"SEKER"
"1585",40622,1018.766,230.4429143,206.6138747,0.595584839,40308,0.770992116,"SEKER"
"1586",155543,1667.661,544.9501182,354.685633,0.747205858,174014,0.685110082,"BOMBAY"
"1587",39900,687.903,237.8697351,241.799591,0.566752639,43416,0.781775351,"SEKER"
"1588",45363,1111.659,354.0683676,194.2158521,0.879570539,46663,0.618717733,"HOROZ"
"1589",35272,620.463,214.3921486,174.262876,0.527635674,35375,0.779505174,"SEKER"
"1590",34200,767.586,264.8342999,157.4611798,0.740187942,34778,0.801946414,"SIRA"
"1591",43845,649.191,266.8601689,180.0328275,0.716011112,44126,0.729903236,"SIRA"
"1592",47791,803.229,354.941275,171.1599303,0.915187554,45071,0.811401465,"HOROZ"
"1593",38197,947.391,244.0494969,201.9184848,0.720870094,38301,0.758503748,"DERMASON"
"1594",43968,912.93,331.9770823,209.2071105,0.709118436,49294,0.75130326,"SIRA"
"1595",198387,1932.776,676.2526964,334.7792377,0.839581366,202378,0.775932442,"BOMBAY"
"1596",34700,696.772,276.0849981,174.9160928,0.619734113,39124,0.771116619,"SEKER"
"1597",74067,1350.843,395.0799214,225.8004952,0.82309936,74567,0.701315892,"CALI"
"1598",32200,733.206,194.9578067,183.7364497,0.499646681,32590,0.775666701,"SEKER"
"1599",213640,1941.54,642.064928,420.7662886,0.755871351,217702,0.736333338,"BOMBAY"
"1600",34588,586.954,243.0812146,175.1932024,0.637361008,38145,0.756550596,"SEKER"
"1601",36181,482.552,238.049203,205.9417113,0.620671611,39071,0.774810321,"SEKER"
"1602",32624,650.305,245.5030509,182.3089222,0.721971049,32816,0.679251011,"DERMASON"
"1603",39369,610.829,249.7700115,225.8348725,0.693484052,40628,0.779249773,"SIRA"
"1604",22399,484.011,210.8264992,144.6917618,0.749871734,24666,0.72850784,"DERMASON"
"1605",34378,548.719,220.8357235,204.6778268,0.508599572,36843,0.759287673,"SEKER"
"1606",59712,1029.494,367.1001402,213.1218607,0.923562967,74772,0.644535297,"HOROZ"
"1607",53055,1124.088,352.8774227,166.4214388,0.778798086,36276,0.789883909,"SIRA"
"1608",30855,879.473,213.0422009,168.100523,0.559634026,34895,0.748768974,"SEKER"
"1609",35243,607.678,209.7819529,200.0774526,0.583820957,35537,0.792515163,"SEKER"
"1610",69347,1087.052,409.6154991,231.2132656,0.798150312,67084,0.788042767,"CALI"
"1611",74759,989.486,394.962688,215.4536759,0.825709143,77101,0.753569861,"CALI"
"1612",77688,918.299,401.6554821,251.1758712,0.80299812,83363,0.765967979,"CALI"
"1613",68896,1239.043,391.712259,255.0745761,0.803629675,71154,0.756785967,"CALI"
"1614",45105,1098.958,307.9844633,180.8430864,0.798223926,47053,0.698288284,"SIRA"
"1615",38690,640.232,268.1290811,227.8919195,0.643486169,28035,0.762961947,"SEKER"
"1616",45999,1101.674,292.5678633,214.6238507,0.780662342,47943,0.755737959,"SIRA"
"1617",30828,699.933,235.758819,181.1184911,0.756378399,31539,0.69842349,"SIRA"
"1618",39276,763.29,322.9449373,135.5901185,0.819101648,40501,0.738851517,"HOROZ"
"1619",61745,1150.976,389.448089,195.4168266,0.898971964,61546,0.578689738,"HOROZ"
"1620",35082,685.132,209.3756642,218.5046701,0.572270573,50042,0.769360847,"SEKER"
"1621",204867,1842.091,710.2143434,374.7775515,0.788126875,224101,0.790867859,"BOMBAY"
"1622",40365,955.913,247.5992421,183.9893328,0.627499517,39663,0.759516809,"SEKER"
"1623",41818,1050.223,290.3450489,200.2069505,0.781744392,41223,0.783801798,"SIRA"
"1624",81699,1230.29,433.9336715,230.2199038,0.806264326,80463,0.767072316,"CALI"
"1625",44894,878.455,293.0212181,183.2681314,0.766577173,46731,0.712690698,"SIRA"
"1626",51882,1178.407,398.8073181,179.737079,0.870219796,51603,0.571029147,"HOROZ"
"1627",28888,811.53,237.2526569,159.3178873,0.83748258,29285,0.723931759,"DERMASON"
"1628",38794,617.007,236.3705942,209.9677463,0.577381042,23483,0.781216898,"SEKER"
"1629",43179,1019.327,278.5581624,191.1444785,0.722000799,40436,0.714429875,"DERMASON"
"1630",34537,552.261,273.7766335,160.9188759,0.774110503,35731,0.744989607,"SIRA"
"1631",37842,975.885,228.9782154,213.8573428,0.549969962,42309,0.788368437,"SEKER"
"1632",71572,1151.165,379.3453219,219.173242,0.876236809,72575,0.792864743,"CALI"
"1633",41432,909.856,286.0185167,195.8723246,0.669668096,42525,0.718867358,"SEKER"
"1634",39073,831.125,266.442017,159.9641921,0.670982145,36547,0.745295044,"SEKER"
"1635",38726,826.68,289.1674373,167.7546669,0.780670308,38307,0.752148613,"SIRA"
"1636",44297,1023.622,281.3036589,148.4304566,0.809278413,38279,0.793916591,"DERMASON"
"1637",181554,1571.451,644.285981,363.9192547,0.855581202,184141,0.744238217,"BOMBAY"
"1638",31497,534.385,256.34298,137.225257,0.748352388,32941,0.757737776,"DERMASON"
"1639",48609,759.294,352.4071967,162.6483093,0.793106877,53781,0.783816281,"SIRA"
"1640",60549,877.697,379.4257454,189.7599385,0.902158606,58405,0.713956794,"HOROZ"
"1641",48178,1150.558,337.6474732,188.5135953,0.789101754,65752,0.807453871,"SIRA"
"1642",35315,581.627,263.3456923,199.033646,0.619145641,36994,0.761014563,"SEKER"
"1643",48377,1080.662,299.4062123,177.8506529,0.748945588,49465,0.699144564,"SIRA"
"1644",68473,1009.998,391.7857601,233.038656,0.856333677,86178,0.746899274,"CALI"
"1645",77548,1148.576,376.9205781,253.5510802,0.757331359,64894,0.73844475,"CALI"
"1646",52127,1064.564,340.4096966,183.6268369,0.706744014,50313,0.734856482,"SEKER"
"1647",172148,1742.227,615.3184816,356.432792,0.812913539,172300,0.777343124,"BOMBAY"
"1648",46368,884.022,310.1298158,172.090167,0.803440761,48604,0.691448718,"SIRA"
"1649",32835,981.628,262.0508006,167.8896824,0.792258341,37713,0.704448411,"DERMASON"
"1650",40935,992.741,285.982463,210.5501642,0.645773689,43158,0.755474307,"SEKER"
"1651",45763,989.956,317.3297642,212.7436156,0.774017588,49135,0.709013854,"SIRA"
"1652",40623,1038.585,248.5491011,217.5056616,0.61545995,43716,0.770734839,"SEKER"
"1653",170621,1807.478,568.8177274,386.5547755,0.726054558,171657,0.743420758,"BOMBAY"
"1654",197387,1796.103,658.4408356,368.1782329,0.761824356,199610,0.804135787,"BOMBAY"
"1655",26805,748.505,232.9533319,134.7664276,0.618721932,22305,0.784668623,"DERMASON"
"1656",50789,1065.324,369.5757456,151.2356363,0.87638109,56150,0.609427532,"HOROZ"
"1657",34972,832.179,247.664682,202.8833656,0.580712741,32866,0.760962194,"SEKER"
"1658",76768,952.231,390.737023,212.8038335,0.797554163,74661,0.81176949,"CALI"
"1659",71130,888.675,390.5586506,243.2451361,0.764406279,73095,0.710178887,"CALI"
"1660",150568,1765.657,556.7813202,362.8288881,0.84405185,154023,0.791073411,"BOMBAY"
"1661",58686,940.628,353.7231312,222.5199679,0.889507971,57986,0.699157836,"HOROZ"
"1662",89396,1240.168,445.25464,277.1509344,0.777891367,88613,0.788726114,"CALI"
"1663",55001,1110.529,372.2080029,163.7399929,0.926369139,56302,0.795509332,"HOROZ"
"1664",45475,740.875,276.3847233,193.8238132,0.654183798,46088,0.786968986,"SEKER"
"1665",38177,695.941,253.8516595,193.4506819,0.771255413,35328,0.75575075,"DERMASON"
"1666",87264,1285.597,471.7790916,255.5356116,0.812812124,85146,0.781569296,"CALI"
"1667",177270,1497.633,620.4837629,343.1028318,0.824773159,181511,0.735279046,"BOMBAY"
"1668",28501,848.18,231.4730068,159.55594,0.765236733,13005,0.794096905,"DERMASON"
"1669",46864,943.632,284.1123409,179.0111667,0.74740309,45992,0.750567273,"SIRA"
"1670",171848,1581.249,591.6448504,392.7982482,0.824084844,180007,0.822953143,"BOMBAY"
"1671",69533,1126.194,418.8653311,236.5167352,0.82346871,71213,0.774670439,"CALI"
"1672",53229,1079.116,307.2338419,229.7523995,0.754052906,53762,0.794890782,"SEKER"
"1673",188254,1524.105,643.245192,394.0773254,0.749546184,206705,0.788733538,"BOMBAY"
"1674",33690,978.436,249.4511669,184.478523,0.729869022,48905,0.727402463,"DERMASON"
"1675",43253,641.047,229.4743005,201.1296443,0.605357153,57845,0.755272861,"SEKER"
"1676",163135,1503.29,570.6608825,361.0512839,0.760448501,163256,0.72501678,"BOMBAY"
"1677",52745,694.47,341.3620932,214.8523532,0.771690995,53502,0.772249661,"SIRA"
"1678",78365,903.156,428.502855,226.0910435,0.785979811,76615,0.761328569,"CALI"
"1679",60233,1259.146,338.9371133,217.2195911,0.752951662,68154,0.776795866,"CALI"
"1680",39890,839.895,237.6680586,193.5425051,0.546429938,39536,0.797386772,"SEKER"
"1681",171104,1409.496,590.6257202,349.4926911,0.750113269,172188,0.745537347,"BOMBAY"
"1682",30344,491.643,264.1101772,176.9318767,0.747039297,17338,0.800670176,"DERMASON"
"1683",54226,798.708,384.5934,160.9299757,0.840220524,52172,0.682378676,"HOROZ"
"1684",45942,628.024,267.0712496,205.8606612,0.680995306,42508,0.789863282,"SEKER"
"1685",34565,681.583,248.4387555,196.1267588,0.715140135,31309,0.717090323,"DERMASON"
"1686",68592,1170.386,408.6616876,195.1454731,0.828973558,71655,0.821342608,"CALI"
"1687",75966,1338.218,386.5711575,241.1297689,0.777477526,78009,0.763431318,"CALI"
"1688",36235,1064.547,237.7295875,182.4241258,0.673856582,37992,0.717314561,"SEKER"
"1689",34243,853.573,264.1315866,164.6267105,0.778508563,33388,0.739597995,"DERMASON"
"1690",68496,1274.764,377.011287,234.9046804,0.757427573,68149,0.778618653,"CALI"
"1691",181408,1871.514,609.4905051,396.0013587,0.818823195,183276,0.743826087,"BOMBAY"
"1692",45719,794.969,289.55381,189.9010627,0.719756444,44635,0.761898142,"SIRA"
"1693",30611,754.769,242.6967024,186.7419529,0.6973295,28597,0.741639374,"DERMASON"
"1694",35591,641.228,216.1311036,217.4010672,0.481116667,52443,0.763211122,"SEKER"
"1695",30452,887.672,235.6093034,149.7296942,0.643784785,31570,0.723306441,"DERMASON"
"1696",35499,674.522,211.9889366,211.0384098,0.456957371,50541,0.809595539,"SEKER"
"1697",69311,898.205,412.707951,215.9843679,0.773016013,70134,0.793337439,"CALI"
"1698",186103,1767.587,618.3884101,408.0498009,0.811475528,174926,0.802266452,"BOMBAY"
"1699",42037,1037.542,278.0957318,203.9601009,0.798997612,42851,0.790228682,"SIRA"
"1700",45613,702.095,249.8554881,241.4111849,0.519578338,45484,0.776259934,"SEKER"
"1701",185296,1878.354,652.1214747,380.4435072,0.824692245,180683,0.790867424,"BOMBAY"
"1702",83677,1030.018,399.8759115,251.8487656,0.792698942,84633,0.773505679,"CALI"
"1703",33072,541.56,265.5527412,160.6724694,0.613376589,35634,0.757435815,"SEKER"
"1704",39769,842.226,279.1761695,191.7163879,0.772401914,41110,0.660886767,"SIRA"
"1705",185497,1756.149,595.0285733,399.5375252,0.733580661,187914,0.837884639,"BOMBAY"
"1706",198357,1833.196,668.7654473,347.0623944,0.835799093,218103,0.799492694,"BOMBAY"
"1707",78661,962.095,434.5889968,228.5338422,0.79682046,80278,0.80158155,"CALI"
"1708",32107,733.953,265.8133888,150.1619196,0.775155532,35628,0.793340006,"DERMASON"
"1709",47993,861.757,280.865808,207.5887235,0.590165959,48280,0.745762314,"SEKER"
"1710",206297,1725.513,680.3091845,376.7537184,0.792381358,202777,0.816594195,"BOMBAY"
"1711",34164,673.037,264.5790415,147.2753842,0.727867831,36948,0.751921467,"DERMASON"
"1712",165440,1635.72,592.572135,374.454621,0.7457201,169721,0.739656314,"BOMBAY"
"1713",44452,696.62,310.4417576,183.9382607,0.746973777,48361,0.699877211,"SIRA"
"1714",55020,813.779,354.9128204,218.6777881,0.800996901,55302,0.725988004,"HOROZ"
"1715",39928,959.267,263.0531353,195.1237869,0.82462115,27030,0.804559318,"SIRA"
"1716",44194,712.85,279.0587317,212.8591393,0.75231457,43587,0.738091398,"SIRA"
"1717",46527,619.414,312.5544709,205.8395732,0.803616235,61723,0.693088599,"SIRA"
"1718",87450,1003.911,454.4167041,252.5018135,0.797477248,89186,0.661296104,"CALI"
"1719",198074,1586.849,645.6888728,407.6781567,0.811128438,202004,0.769169587,"BOMBAY"
"1720",41727,703.655,299.4451801,189.1248882,0.801314392,27614,0.782311468,"DERMASON"
"1721",50205,1097.428,319.2999035,215.0235485,0.677930631,51041,0.776851622,"SEKER"
"1722",69338,1042.956,430.1284256,238.4170833,0.795704928,55610,0.728062354,"CALI"
"1723",36350,906.947,202.2261739,191.4035951,0.510608436,36487,0.795032178,"SEKER"
"1724",58084,841.93,376.3859628,181.751075,0.832425536,54303,0.695716811,"HOROZ"
"1725",39885,617.387,239.6879383,223.2868489,0.61421747,44058,0.78368458,"SEKER"
"1726",38019,576.994,265.5647983,174.5305785,0.735193538,39334,0.72581611,"DERMASON"
"1727",49865,780.534,381.8208361,168.8823002,0.883924412,53523,0.580374604,"HOROZ"
"1728",63988,1219.845,393.3850868,180.7971776,0.909250681,67223,0.648605406,"HOROZ"
"1729",172114,1728.822,563.9094753,403.3716174,0.740145337,174223,0.801080062,"BOMBAY"
"1730",41326,764.425,253.4415,206.1543666,0.76843032,37099,0.79256644,"DERMASON"
"1731",47796,1104.419,305.8503979,203.870435,0.707459595,49047,0.697392426,"SIRA"
"1732",37225,807.989,273.4559685,168.7983921,0.618645638,38940,0.799022026,"SEKER"
"1733",42606,954.531,242.701311,208.5157787,0.524290208,40042,0.752247676,"SEKER"
"1734",51370,866.908,345.6906252,210.1303149,0.890662359,54787,0.663854843,"HOROZ"
"1735",155476,1357.302,529.7391402,385.2315247,0.732327457,152766,0.775527815,"BOMBAY"
"1736",38326,743.72,236.6485749,167.6280063,0.605246059,39033,0.77150283,"DERMASON"
"1737",37600,589.195,239.3574522,221.6656482,0.614118373,38509,0.766846121,"SEKER"
"1738",38892,904.575,285.6595167,169.3750297,0.788976406,38899,0.715526541,"DERMASON"
"1739",31459,777.179,256.0299185,146.7854735,0.750327774,28546,0.732613031,"DERMASON"
"1740",143498,1542.572,519.1267633,327.2986998,0.760504801,146822,0.707342299,"BOMBAY"
"1741",55140,895.072,369.5709544,211.0134748,0.85105349,41102,0.602953963,"HOROZ"
"1742",44743,801.847,281.6983285,174.5970111,0.81060004,46693,0.701292886,"SIRA"
"1743",37743,644.56,260.9187165,176.6377403,0.755583304,41354,0.783955914,"SIRA"
"1744",37734,696.707,291.8831251,173.8874389,0.753564658,53182,0.746752235,"DERMASON"
"1745",39178,614.12,261.2748095,167.1068229,0.820816465,54557,0.711754901,"DERMASON"
"1746",26728,744.65,190.7230088,146.7116124,0.683196707,28400,0.745624093,"DERMASON"
"1747",86928,1058.493,462.6501622,243.8542988,0.867820452,87431,0.759346217,"CALI"
"1748",212285,1957.181,668.0681897,395.1110684,0.828502426,205672,0.805808947,"BOMBAY"
"1749",44388,926.865,328.453744,146.0056156,0.910539509,43624,0.764003819,"HOROZ"
"1750",192911,1779.277,664.4657264,389.8975337,0.800906557,196448,0.785044578,"BOMBAY"
"1751",37503,720.817,231.6579091,180.9883624,0.630793919,38830,0.766318513,"SEKER"
"1752",43178,695.699,299.912155,212.4633148,0.689081697,45024,0.702592748,"SIRA"
"1753",27132,498.181,219.2259513,148.4241909,0.7869685,25996,0.781883029,"DERMASON"
"1754",45159,980.722,295.8313697,183.1054848,0.721508083,58014,0.782128278,"SEKER"
"1755",36368,579.034,265.5063785,202.1415789,0.746759768,33903,0.82265149,"DERMASON"
"1756",58033,846.739,391.6951029,186.1393988,0.88277891,59420,0.770896083,"HOROZ"
"1757",42990,755.701,315.5751362,157.085038,0.791054585,44989,0.787416082,"SIRA"
"1758",73242,911.009,382.4290045,213.5473097,0.766491821,70618,0.789001283,"CALI"
"1759",30796,719.428,226.6943796,176.1931328,0.760395897,31039,0.736537909,"DERMASON"
"1760",71589,929.416,418.2674498,220.0297186,0.791036271,75344,0.711559648,"CALI"
"1761",72513,1176,425.2149032,225.5686819,0.792194934,73233,0.761093267,"CALI"
"1762",27100,706.749,234.8153084,140.9335067,0.721793539,27811,0.797415572,"DERMASON"
"1763",55962,1082.954,349.8083058,186.7107338,0.827217209,51872,0.797112971,"HOROZ"
"1764",35152,981.348,232.0634972,201.5234432,0.388082263,19852,0.776672652,"SEKER"
"1765",26265,787.58,218.0303914,176.5312523,0.693500552,25300,0.762578187,"DERMASON"
"1766",154087,1722.57,542.8074415,384.8423602,0.697800571,156400,0.797755893,"BOMBAY"
"1767",51953,652.957,321.1189372,214.9734001,0.782454059,48709,0.761680225,"SIRA"
"1768",28346,488.37,203.3175854,149.0557591,0.74253844,28681,0.825606835,"DERMASON"
"1769",157625,1345.592,604.8700425,355.8086178,0.794784959,158203,0.810068265,"BOMBAY"
"1770",70964,1244.541,370.6952839,231.5556644,0.750301409,76048,0.766605705,"CALI"
"1771",34888,593,279.4392998,145.6494588,0.824254899,32388,0.685754805,"DERMASON"
"1772",75936,1070.503,417.8349586,240.8155036,0.820660509,76106,0.770242137,"CALI"
"1773",43784,909.196,304.235125,202.7767983,0.785271896,45256,0.808153422,"SIRA"
"1774",32131,613.543,246.4710563,154.9510929,0.605937018,33874,0.782755972,"SEKER"
"1775",218077,2020.582,693.2642797,378.2192946,0.817999802,220895,0.806678803,"BOMBAY"
"1776",38705,1009.757,258.0912583,174.6533465,0.788025591,41894,0.775304054,"SIRA"
"1777",52318,702.32,359.832155,225.4918457,0.776083434,55552,0.82068979,"SIRA"
"1778",33201,973.13,272.0203499,170.3471913,0.845231224,32766,0.674258107,"DERMASON"
"1779",41090,742.158,259.1890226,196.5132676,0.70356351,42087,0.731914275,"DERMASON"
"1780",45701,1026.202,292.5581268,215.8692477,0.744447772,48626,0.703815333,"SIRA"
"1781",158140,1846.027,562.1139652,388.0656166,0.751743637,162301,0.824817911,"BOMBAY"
"1782",54063,825.036,271.4838428,211.1359295,0.595547713,54040,0.766071956,"SEKER"
"1783",84350,1336.817,446.0586107,228.4534906,0.85135514,81856,0.700346391,"CALI"
"1784",72951,1321.335,439.2461734,201.5489101,0.864150997,78505,0.799100891,"CALI"
"1785",47453,1125.567,342.5375709,190.9967856,0.845479311,45467,0.770533814,"HOROZ"
"1786",75508,1035.198,395.4324285,225.0465726,0.850531207,78680,0.750537849,"CALI"
"1787",63965,957.539,427.2052769,171.4722792,0.851330038,64376,0.809520726,"HOROZ"
"1788",226687,2073.366,711.0511205,397.2948409,0.790368715,246950,0.762135451,"BOMBAY"
"1789",34189,499.989,266.6414247,195.8285597,0.758243769,34428,0.729273997,"SIRA"
"1790",171460,1777.001,588.5492157,339.1886858,0.807831098,187867,0.784808059,"BOMBAY"
